Species,ID_pine,ID_spruce,GO,ID_Arabidopsis,Gene name,Gene function,Expression,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Scots pine,PITA_000063938,MA_185098g0010,,AT3G49170.1,EMB2261,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,190.8596606,0.954726714,0.285424058,3.344941276,8,
Scots pine,PITA_000071777,MA_185098g0010,,AT3G49170.1,EMB2261,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,257.8162729,0.918890828,0.228179558,4,,
Norway spruce,,MA_185098g0010,,,,,SHADE<SUN,244.2836789,0.615251034,0.570436437,1.078561947,0.280783053,0.735323376
Scots pine,PITA_000060121,MA_18543g0010,GO:0004683,AT5G12180.1,CPK17,calcium-dependent protein kinase 17,SHADE>SUN,23.99535177,-1.260156791,0.316450357,-3.982162646,6.83E-05,1
Norway spruce,,MA_18543g0010,,,,,SHADE<SUN,825.3496207,0.475334342,0.695564643,0.683379104,0.494367321,0.875969185
Scots pine,PITA_000025902,MA_186538g0010,,AT1G16520.1,,unknown,SHADE<SUN,261.9067431,0.720953868,0.138918105,5.189776162,2.11E-07,6.57E-06
Norway spruce,,MA_186538g0010,,,,,SHADE<SUN,64.33147571,0.240026273,0.229150543,1.047461071,0.294886978,0.740525598
Norway spruce,,MA_187114g0010,,,,,SHADE<SUN,21.43679749,0.207570759,0.456019015,0.455180053,0.64897971,0.931836017
Scots pine,PITA_000068494,MA_187114g0010,,,,,SHADE>SUN,97.72089408,-1,,,,
Scots pine,PITA_000055117,MA_18929g0020,,AT1G27170.1,,transmembrane receptors;ATP binding,SHADE<SUN,359.8726063,2.785063279,0.261601278,10.64621434,1.82E-26,6.56E-24
Norway spruce,,MA_18929g0020,,,,,SHADE<SUN,323.9076548,0.34304987,0.322522173,1.063647397,0.287488462,0.736472865
Scots pine,PITA_000001688,MA_18958g0010,GO:0003677,AT3G04070.2,anac047,,,,,,,,
Norway spruce,,MA_18958g0010,,,,,SHADE>SUN,67.89472822,-0.296092636,0.5328288,-0.555699384,0.578416378,0.9080346
Scots pine,PITA_000025840,MA_19015g0020,,AT3G06840.1,,unknown,SHADE>SUN,25.23510864,-1.348142747,0.335508922,-4,,
Norway spruce,,MA_19015g0020,,,,,SHADE>SUN,73.8739547,-0.820754792,0.36112766,-2.27275527,0.023040932,0.185799751
Norway spruce,,MA_19101g0010,,,,,SHADE<SUN,338.704842,0.794646272,0.518248026,1.53333198,0.125194079,0.511217383
Scots pine,PITA_000044551,MA_19101g0010,,,,,SHADE<SUN,1,,,,,
Scots pine,PITA_000002313,MA_19163g0010,,AT4G38620.1,ATMYB4,,,,,,,,
Norway spruce,,MA_19163g0010,,,,,SHADE<SUN,59.85037205,0.298641918,0.289290157,1.032326579,0.301919154,0.744402685
Scots pine,PITA_000006006,MA_191994g0010,GO:0009507,AT4G09620.1,,Mitochondrial transcription termination factor family protein,SHADE<SUN,253.6571312,0.574384855,0.142041761,4,,
Norway spruce,,MA_191994g0010,,,,,SHADE<SUN,369.967399,0.76953695,0.263239173,2.923337511,0.003463009,0.049429623
Scots pine,PITA_000026326,MA_192667g0010,,AT3G09040.1,,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,254.1777321,0.903614499,0.228804607,3.949284544,7.84E-05,1
Norway spruce,,MA_192667g0010,,,,,SHADE<SUN,195.6141316,0.604286707,0.237625376,2.543022619,0.010989811,0.111937595
Scots pine,PITA_000086610,MA_193431g0010,GO:0000165,AT5G66190.1,ATLFNR1,,,,,,,,
Norway spruce,,MA_193431g0010,,,,,SHADE<SUN,940.7349613,0.239197988,0.178058567,1.343366919,0.179153193,0.610872865
Scots pine,PITA_000000052,MA_19365g0010,,AT1G15670.1,,Galactose oxidase/kelch repeat superfamily protein,SHADE<SUN,8,,,,,
Norway spruce,,MA_19365g0010,,,,,SHADE>SUN,16.54117555,-1.431389015,0.595839027,-2.402308257,0.016291973,0.145975797
Scots pine,PITA_000070862,MA_19414g0010,,AT5G11900.1,,Translation initiation factor SUI1 family protein,SHADE>SUN,111.3916605,-7,,,,
Norway spruce,,MA_19414g0010,,,,,SHADE>SUN,80.58781787,-0.029093745,0.212876136,-0.136669827,0.891291781,0.98577932
Scots pine,PITA_000064168,MA_194299g0010,,AT5G06710.1,HAT14,homeobox from Arabidopsis thaliana,SHADE>SUN,73.38435891,-0.99998474,0.201314605,-4.967273682,6.79E-07,1.94E-05
Norway spruce,,MA_194299g0010,,,,,SHADE<SUN,93.22756316,0.276909755,0.278381189,0.994714318,0.319875229,0.757395205
Norway spruce,,MA_194989g0020,,,,,SHADE<SUN,1539.899272,1.524497478,0.546760269,2.788237489,0.005299568,0.067172184
Scots pine,PITA_000070978,MA_194989g0020,,,,,SHADE<SUN,682.6999609,1.638122926,0.208580442,7.853674639,4,
Scots pine,PITA_000004872,MA_19517g0010,,AT4G36220.1,CYP84A1,,,,,,,,
Norway spruce,,MA_19517g0010,,,,,SHADE>SUN,47.66962387,-1.195784897,0.741147145,-1.613424413,0.106652333,0.468975894
Scots pine,PITA_000036642,MA_19532g0010,,AT3G16770.1,ATEBP,,,,,,,,
Norway spruce,,MA_19532g0010,,,,,SHADE<SUN,72.16651053,0.285747324,0.478753179,0.596857288,0.550602666,0.8992967
Scots pine,PITA_000001839,MA_19557g0020,GO:0008272,AT3G51895.1,AST12,,,,,,,,
Norway spruce,,MA_19557g0020,,,,,SHADE<SUN,576.2367318,0.587666202,0.724343188,0.811309075,0.4171882,0.833282601
Scots pine,PITA_000049159,MA_195595g0010,,AT3G50750.1,BEH1,BES1/BZR1 homolog 1,SHADE<SUN,131.715065,0.5361299,0.157907066,3.395224262,6,
Norway spruce,,MA_195595g0010,,,,,SHADE<SUN,70.64820238,0.253872688,0.250296779,1.014286673,0.310445981,0.749681247
Scots pine,PITA_000015282,MA_195852g0010,GO:0005319,AT1G19800.1,TGD1,trigalactosyldiacylglycerol 1,SHADE<SUN,107.9163447,0.555045865,0.146876345,3.779001069,1,
Norway spruce,,MA_195852g0010,,,,,SHADE<SUN,132.3963692,0.186995189,0.193343306,0.967166607,0.333460752,0.770793041
Scots pine,PITA_000008503,MA_19613g0010,,AT2G34930.1,,disease resistance family protein / LRR family protein,SHADE>SUN,40.50240272,-1.624932278,0.366779022,-4.430275949,9.41E-06,2
Norway spruce,,MA_19613g0010,,,,,SHADE>SUN,93.9695621,-0.197958818,0.313250132,-0.631951266,0.527418723,0.890576753
Scots pine,PITA_000049570,MA_19704g0010,GO:0016787,AT3G14360.1,,alpha/beta-Hydrolases superfamily protein,SHADE>SUN,108.8613248,-2.643054947,0.378682962,-6.979598265,2.96E-12,2
Norway spruce,,MA_19704g0010,,,,,SHADE>SUN,424.0395869,-0.268746168,0.565494641,-0.475240874,0.634615296,0.927451773
Scots pine,PITA_000024985,MA_19834g0010,GO:0003735,AT1G68590.1,,Ribosomal protein PSRP-3/Ycf65,SHADE<SUN,509.8232517,0.958509077,0.133206419,7.195667318,6.22E-13,4.83E-11
Norway spruce,,MA_19834g0010,,,,,SHADE<SUN,839.1436625,0.0694257,0.274710116,0.252723493,0.800481893,0.967182706
Norway spruce,,MA_19881g0030,,,,,SHADE<SUN,78.17194272,0.230864484,0.292039539,0.790524752,0.429221373,0.840823254
Scots pine,PITA_000004493,MA_19881g0030,,,,,SHADE<SUN,241.4436678,0.871163044,0.186064793,4.682041307,2.84E-06,7.20E-05
Norway spruce,,MA_199046g0010,,,,,SHADE<SUN,45.74392224,0.057537264,0.441964078,0.130185386,0.896419756,0.986854219
Scots pine,PITA_000065442,MA_199046g0010,,,,,SHADE<SUN,268.3448066,8.391407141,0.634674378,13.2215943,6.59E-40,8.50E-37
Scots pine,PITA_000018010,MA_20016g0010,GO:0004674,AT3G25560.1,NIK2,NSP-interacting kinase 2,SHADE>SUN,2,,,,,
Norway spruce,,MA_20016g0010,,,,,SHADE<SUN,116.2336365,0.521394014,0.195018257,2.673565138,0.00750497,0.08647312
Norway spruce,,MA_20142g0010,,,,,SHADE<SUN,210.119824,0.588415121,0.734290762,0.801338041,0.422935974,0.837421315
Scots pine,PITA_000037869,MA_20142g0010,,,,,SHADE>SUN,31.55934085,-1.483148052,0.444648934,-3.335548429,8,
Scots pine,PITA_000052444,MA_20154g0020,,AT3G14940.1,ATPPC3,,,,,,,,
Norway spruce,,MA_20154g0020,,,,,SHADE>SUN,208.947194,-0.165468497,0.56659579,-0.292039757,0.770256227,0.960317453
Scots pine,PITA_000021169,MA_20206g0010,,AT4G02750.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,265.2608448,1.287836823,0.194994029,6.604493625,3.99E-11,2.24E-09
Norway spruce,,MA_20206g0010,,,,,SHADE<SUN,155.3588419,0.571555111,0.393015091,1.45428286,0.145867901,0.551793623
Scots pine,PITA_000017071,MA_202526g0010,GO:0009507,AT4G01650.1,,Polyketide cyclase / dehydrase and lipid transport protein,SHADE<SUN,187.1065422,0.885324123,0.165409856,5.352305745,8.68E-08,2.90E-06
Norway spruce,,MA_202526g0010,,,,,SHADE>SUN,129.9603766,-0.009952874,0.194207037,-0.051248779,0.959127283,0.994212203
Scots pine,PITA_000058755,MA_202598g0010,GO:0009570,AT2G38140.1,PSRP4,plastid-specific ribosomal protein 4,SHADE<SUN,267.4469817,0.937037655,0.170298625,5.502320728,3.75E-08,1.34E-06
Norway spruce,,MA_202598g0010,,,,,SHADE<SUN,341.6046528,0.201086113,0.184171366,1.091842439,0.274902362,0.733840667
Scots pine,PITA_000004207,MA_20265g0010,GO:0004375,AT1G32470.1,,Single hybrid motif superfamily protein,SHADE<SUN,5,,,,,
Norway spruce,,MA_20265g0010,,,,,SHADE<SUN,462.1199259,0.235933649,0.181197447,1.302080426,0.192888894,0.631957902
Scots pine,PITA_000027912,MA_203704g0010,GO:0008152,AT3G12120.2,FAD2,fatty acid desaturase 2,SHADE<SUN,270.6407594,1.201355319,0.315209536,3.811291165,1,
Norway spruce,,MA_203704g0010,,,,,SHADE<SUN,1475.280809,0.806670599,0.532656092,1.514430438,0.129916704,0.52211213
Norway spruce,,MA_20408g0010,,AT1G71760.2,,unknown,SHADE>SUN,222.7582891,-0.054989889,0.658466425,-0.083512061,0.933444387,0.991193285
Scots pine,PITA_000051869,MA_20408g0020,,AT5G07990.1,CYP75B1,,,,,,,,
Scots pine,PITA_000033647,MA_204527g0010,GO:0006457,AT3G14200.1,,Chaperone DnaJ-domain superfamily protein,SHADE<SUN,1759.863695,1.632209753,0.305405314,5.344405222,9,
Norway spruce,,MA_204527g0010,,,,,SHADE>SUN,268.3951965,-0.198375372,0.18519308,-1.07118134,0.2840879,0.736232346
Scots pine,PITA_000017122,MA_204656g0010,,AT5G10460.1,,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,SHADE<SUN,209.3072602,0.868858749,0.242896804,3.577069498,3,
Norway spruce,,MA_204656g0010,,,,,SHADE>SUN,195.7387769,-0.368785981,0.358826165,-1.02775666,0.304064308,0.745329299
Norway spruce,,MA_2048181g0010,,,,,SHADE<SUN,165.1541771,0.149102276,0.444051227,0.335777195,0.737038888,0.952284039
Scots pine,PITA_000006410,MA_2048181g0010,,,,,SHADE>SUN,51.42601309,-0.84240313,0.235637951,-3.574989205,3,
Norway spruce,,MA_206151g0010,,,,,SHADE<SUN,135.5218612,0.455741869,0.218187362,2.088763831,0.036728988,0.251469113
Scots pine,PITA_000064289,MA_206151g0010,,,,,SHADE<SUN,279.5571759,1.446393521,0.28561258,5,,
Scots pine,PITA_000001737,MA_20641g0020,GO:0005779,AT1G47750.1,PEX11A,peroxin 11A,SHADE<SUN,236.652092,0.634024954,0.194145923,3.265713462,1,
Norway spruce,,MA_20641g0020,,,,,SHADE<SUN,222.6368835,0.219023626,0.191930309,1.141162262,0.253802405,0.711479923
Scots pine,PITA_000011054,MA_206524g0010,GO:0005739,AT3G56430.1,,unknown,SHADE<SUN,114.2741778,0.482235259,0.145862995,3.306083625,9,
Norway spruce,,MA_206524g0010,,,,,SHADE<SUN,124.8247618,0.081002425,0.210116172,0.385512566,0.699857699,0.944463901
Scots pine,PITA_000058842,MA_206805g0010,,AT2G20830.1,,transferases;folic acid binding,SHADE<SUN,268.6821751,1.493047725,0.231785045,6.441518805,1.18E-10,6.22E-09
Norway spruce,,MA_206805g0010,,,,,SHADE<SUN,480.976977,0.312681314,0.303845215,1.029080921,0.303441651,0.745059873
Scots pine,PITA_000047558,MA_207420g0010,GO:0004252,AT5G23140.1,CLPP2,,,,,,,,
Norway spruce,,MA_207420g0010,,,,,SHADE<SUN,91.89337613,0.191630326,0.205970495,0.930377557,0.352175634,0.786804376
Scots pine,PITA_000022587,MA_20782g0010,,AT2G27610.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,499.8006562,1.478301699,0.176699146,8.366207372,5.95E-17,7.94E-15
Scots pine,PITA_000041884,MA_20782g0010,,AT2G27610.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,180.741779,0.768268141,0.147430457,5.211054447,1.88E-07,5.89E-06
Norway spruce,,MA_20782g0010,,,,,SHADE>SUN,127.7231517,-0.370634219,0.299993963,-1.235472258,0.216654795,0.66641851
Scots pine,PITA_000071608,MA_208216g0010,GO:0007275,AT2G41890.1,,curculin-like (mannose-binding) lectin family protein / PAN domain-containing protein,SHADE<SUN,2,,,,,
Norway spruce,,MA_208216g0010,,,,,SHADE>SUN,128.3775239,-0.443011073,0.283322666,-1.563627366,0.117905104,0.49504901
Scots pine,PITA_000016994,MA_208494g0010,,AT3G14360.1,,alpha/beta-Hydrolases superfamily protein,SHADE>SUN,1,,,,,
Norway spruce,,MA_208494g0010,,,,,SHADE>SUN,18.82702986,-0.600683423,0.43453375,-1.382363102,0.16686024,0.589785281
Scots pine,PITA_000066163,MA_210082g0010,,AT2G13600.1,,Pentatricopeptide repeat (PPR) superfamily protein,SHADE>SUN,378.1603114,1,,,,
Norway spruce,,MA_210082g0010,,,,,SHADE<SUN,204.4347345,0.984299359,0.476544251,2.065494141,0.038876269,0.260245534
Scots pine,PITA_000038470,MA_210555g0010,GO:0005524,AT1G32060.1,PRK,phosphoribulokinase,SHADE<SUN,698.4568025,1.281277679,0.111607051,11.48025743,1.66E-30,8
Norway spruce,,MA_210555g0010,,,,,SHADE<SUN,536.5549803,0.282799114,0.286661293,0.98652703,0.323874558,0.761535618
Scots pine,PITA_000051333,MA_210976g0010,GO:0009535,AT4G01150.1,,unknown,SHADE<SUN,149.1062804,0.511862881,0.147624407,3.46733234,5,
Norway spruce,,MA_210976g0010,,,,,SHADE<SUN,292.7482287,0.010995558,0.215666697,0.050984031,0.959338245,0.994212203
Scots pine,PITA_000058250,MA_211108g0010,,AT3G25690.2,CHUP1,Hydroxyproline-rich glycoprotein family protein,SHADE<SUN,5,,,,,
Norway spruce,,MA_211108g0010,,,,,SHADE<SUN,251.8529113,0.730337214,0.373039215,1.957802785,0.050253159,0.302073187
Scots pine,PITA_000015402,MA_21214g0010,GO:0006949,AT4G28250.1,ATEXPB3,,,,,,,,
Norway spruce,,MA_21214g0010,,,,,SHADE>SUN,143.718226,-0.519914993,0.616431341,-0.843427255,0.398989534,0.819534885
Scots pine,PITA_000000043,MA_213656g0010,,AT3G54000.1,,unknown,SHADE<SUN,510.5456539,1.301216533,0.2109417,6.168607396,6.89E-10,3.22E-08
Scots pine,PITA_000024052,MA_213656g0010,,AT3G54000.1,,unknown,SHADE>SUN,29.80242147,-1.279634667,0.318561418,-4,,
Norway spruce,,MA_213656g0010,,,,,SHADE>SUN,41.1737406,-0.148618431,0.285155064,-0.52118461,0.602238174,0.915944123
Scots pine,PITA_000055578,MA_21385g0010,GO:0000166,AT1G16720.1,HCF173,high chlorophyll fluorescence phenotype 173,SHADE<SUN,589.2174826,1.305724628,0.207193004,6.301972558,2.94E-10,1.46E-08
Norway spruce,,MA_21385g0010,,,,,SHADE<SUN,589.2382382,0.130129142,0.184758304,0.704320937,0.481232931,0.869368037
Scots pine,PITA_000022625,MA_215523g0010,,AT3G63410.1,,,SHADE<SUN,356.5663024,1.508755517,0.175678703,8.58815266,8.84E-18,1.31E-15
Norway spruce,,MA_215523g0010,,,,,SHADE<SUN,792.8290748,0.492604402,0.21803738,2.259265825,0.023866854,0.189353159
Scots pine,PITA_000048102,MA_21789g0010,GO:0008152,AT5G18670.1,BAM9,,,,,,,,
Norway spruce,,MA_21789g0010,,,,,SHADE<SUN,116.0320933,0.010582093,0.21435111,0.049368034,0.960626002,0.994254273
Scots pine,PITA_000082065,MA_218197g0020,,AT2G26710.1,BAS1,,,,,,,,
Norway spruce,,MA_218197g0020,,,,,SHADE<SUN,139.0934415,0.392891665,0.559932692,0.701676596,0.482880872,0.870464794
Norway spruce,,MA_218924g0010,,,,,SHADE>SUN,52.34552085,-1.042700933,0.711620592,-1.465248398,0.14285316,0.546024137
Scots pine,PITA_000057561,MA_218924g0010,,,,,SHADE>SUN,21.17261374,-1.214877659,0.359327117,-3.380979621,7,
Scots pine,PITA_000008377,MA_22140g0010,GO:0003677,AT4G38620.1,ATMYB4,,,,,,,,
Norway spruce,,MA_22140g0010,,,,,SHADE>SUN,40.19996631,-0.96162306,0.346181448,-2.777800674,0.005472818,0.068836742
Scots pine,PITA_000036407,MA_2215g0010,,AT3G01120.1,ATCYS1,,,,,,,,
Norway spruce,,MA_2215g0010,,,,,SHADE>SUN,39.87354116,-0.205023606,0.307634875,-0.666451118,0.505122798,0.880322763
Scots pine,PITA_000000524,MA_2237g0020,GO:0009725,AT4G30080.1,ARF16,auxin response factor 16,SHADE<SUN,159.6702751,7.294160996,0.694887293,10.49689794,8.93E-26,2.99E-23
Norway spruce,,MA_2237g0020,,,,,SHADE<SUN,106.3908151,0.054351652,0.208012904,0.261289808,0.793869026,0.966332725
Scots pine,PITA_000001244,MA_2253g0010,GO:0006810,AT5G53370.1,ATPMEPCRF,,,,,,,,
Norway spruce,,MA_2253g0010,,,,,SHADE>SUN,47.88939471,-0.67946961,0.324988603,-2.090749043,0.036550566,0.250786409
Scots pine,PITA_000017769,MA_22695g0010,GO:0016787,AT1G09850.1,XBCP3,xylem bark cysteine peptidase 3,SHADE<SUN,296.5197149,1.620191055,0.226106639,7.165605854,7.74E-13,5.91E-11
Norway spruce,,MA_22695g0010,,,,,SHADE<SUN,251.1367601,0.595948832,0.202272979,2.946260222,0.003216417,0.046796775
Norway spruce,,MA_22760g0010,,,,,SHADE>SUN,41.43007392,-0.469554667,0.317870695,-1.477187655,0.139625342,0.539863803
Scots pine,PITA_000086191,MA_22760g0010,,,,,SHADE>SUN,45.23939677,-3.839493136,0.841430205,-4.563055986,5,
Scots pine,PITA_000071297,MA_229590g0010,,AT2G18650.1,MEE16,RING/U-box superfamily protein,SHADE>SUN,43.43002375,-1.154956221,0.290485389,-3.975952882,7,
Norway spruce,,MA_229590g0010,,,,,SHADE>SUN,55.71362907,-0.474400568,0.341015142,-1.39114224,0.164182298,0.584904313
Scots pine,PITA_000047880,MA_23011g0010,GO:0003824,AT5G23730.1,,Transducin/WD40 repeat-like superfamily protein,SHADE>SUN,719.1258822,1,,,,
Norway spruce,,MA_23011g0010,,,,,SHADE>SUN,259.1619891,-0.14355987,0.271690023,-0.52839581,0.597224645,0.915091026
Scots pine,PITA_000022709,MA_231973g0010,GO:0001510,AT2G19730.3,,Ribosomal L28e protein family,SHADE>SUN,36.4334687,-1.686320368,0.290549817,-5.803894102,6.48E-09,2.61E-07
Norway spruce,,MA_231973g0010,,,,,SHADE>SUN,29.34143874,-0.521812721,0.433031103,-1.205023651,0.228194172,0.682044253
Scots pine,PITA_000048925,MA_232471g0010,GO:0009507,AT5G17870.1,PSRP6,plastid-specific 50S ribosomal protein 6,SHADE>SUN,488.5170307,1,,,,
Norway spruce,,MA_232471g0010,,,,,SHADE<SUN,485.3134748,0.027314616,0.159823373,0.170905015,0.864298454,0.980633575
Scots pine,PITA_000084107,MA_2329g0010,GO:0004721,AT1G79630.2,,Protein phosphatase 2C family protein,SHADE>SUN,41.62838192,-1,,,,
Norway spruce,,MA_2329g0010,,,,,SHADE>SUN,53.25532949,-0.485505025,0.263844129,-1.840120634,0.065750529,0.354948312
Scots pine,PITA_000014959,MA_233275g0010,,AT4G24210.1,SLY1,F-box family protein,SHADE>SUN,35.37109416,-1.833635966,0.324164645,-5.656495836,1.54E-08,5.88E-07
Scots pine,PITA_000059852,MA_233275g0010,GO:0009740,AT4G24210.1,SLY1,F-box family protein,SHADE>SUN,50.83902991,-1.27913762,0.300684478,-4.254085976,2,
Norway spruce,,MA_233275g0010,,,,,SHADE>SUN,28.43491755,-0.667718264,0.735593597,-0.90772713,0.364022407,0.794494956
Scots pine,PITA_000040067,MA_23673g0010,GO:0009725,AT1G25560.1,EDF1,,,,,,,,
Norway spruce,,MA_23673g0010,,,,,SHADE<SUN,100.284834,0.858418373,0.523010032,1.641303837,0.10073436,0.454436699
Scots pine,PITA_000042976,MA_23745g0010,,AT2G18420.1,,Gibberellin-regulated family protein,SHADE>SUN,37.16660106,-1.478781309,0.450221493,-3.284564001,1,
Norway spruce,,MA_23745g0010,,,,,SHADE>SUN,46.83671126,-1.284455108,0.514947742,-2.494340694,0.012619136,0.122866289
Scots pine,PITA_000007740,MA_238396g0010,,AT4G00620.1,,Amino acid dehydrogenase family protein,SHADE<SUN,167.6063377,0.724705311,0.175677277,4.125208022,3.70E-05,7
Norway spruce,,MA_238396g0010,,,,,SHADE<SUN,497.5657818,0.454444912,0.530603424,0.85646811,0.391738905,0.814220931
Scots pine,PITA_000053170,MA_23914g0010,GO:0044424,AT5G09850.1,,Transcription elongation factor (TFIIS) family protein,SHADE>SUN,41.95958642,-0.831648895,0.247763163,-3.356628501,7,
Norway spruce,,MA_23914g0010,,,,,SHADE>SUN,27.25745973,-0.317107525,0.326933642,-0.969944612,0.332074101,0.769606301
Scots pine,PITA_000063248,MA_24218g0010,,AT2G38500.1,,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,SHADE>SUN,25.56191681,-1.195287026,0.329805172,-3.62422159,2,
Norway spruce,,MA_24218g0010,,,,,SHADE>SUN,58.32764211,-0.023089724,0.449275837,-0.051393203,0.959012201,0.994212203
Scots pine,PITA_000003054,MA_24252g0010,,AT4G24090.1,,unknown,SHADE<SUN,301.5695062,1.364475618,0.115365392,11.82742581,2.82E-32,1.70E-29
Norway spruce,,MA_24252g0010,,,,,SHADE<SUN,347.2353105,0.447871839,0.271084654,1.652147525,0.098504481,0.44889968
Scots pine,PITA_000030909,MA_24323g0010,GO:0005794,AT2G23810.1,TET8,tetraspanin8,SHADE<SUN,431.1559834,0.864229746,0.22505005,3.840166869,1,
Norway spruce,,MA_24323g0010,,,,,SHADE>SUN,85.20259045,-1.417565458,0.536215994,-2.643646354,0.00820183,0.091947847
Scots pine,PITA_000031075,MA_2450g0010,GO:0004869,AT1G47710.1,,Serine protease inhibitor (SERPIN) family protein,SHADE<SUN,85.85155606,1.356943622,0.270491195,5,,
Norway spruce,,MA_2450g0010,,,,,SHADE<SUN,121.7274484,0.055943309,0.224368817,0.249336382,0.803100591,0.967784918
Norway spruce,,MA_2453g0010,,,,,SHADE<SUN,207.47086,0.257039691,0.180300785,1.425616037,0.153979205,0.567299287
Scots pine,PITA_000026055,MA_2453g0010,,,,,SHADE<SUN,292.836731,0.82627398,0.133557314,6.18666216,6.15E-10,2.90E-08
Scots pine,PITA_000050838,MA_245601g0010,GO:0000166,AT3G18680.1,,Amino acid kinase family protein,SHADE<SUN,157.5708813,0.622902569,0.185582395,3.356474452,7,
Norway spruce,,MA_245601g0010,,,,,SHADE<SUN,185.2047483,0.112496687,0.154575351,0.727778951,0.466748912,0.861828871
Scots pine,PITA_000038096,MA_24849g0010,,AT4G02750.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,1,,,,,
Norway spruce,,MA_24849g0010,,,,,SHADE<SUN,94.27093158,0.261533797,0.569425562,0.459294092,0.64602299,0.93135056
Scots pine,PITA_000065640,MA_2485g0010,,AT3G04300.1,,RmlC-like cupins superfamily protein,SHADE>SUN,75.79960417,-0.805318325,0.247049765,-3.259741311,1,
Norway spruce,,MA_2485g0010,,,,,SHADE<SUN,53.48158304,0.444880326,0.741383469,0.600067771,0.548461071,0.89817168
Scots pine,PITA_000059996,MA_249305g0010,GO:0003735,AT3G27160.1,GHS1,Ribosomal protein S21 family protein,SHADE>SUN,507.6242038,1,,,,
Norway spruce,,MA_249305g0010,,,,,SHADE<SUN,735.3343383,0.111241118,0.16971959,0.655440648,0.512184088,0.883958035
Scots pine,PITA_000002706,MA_250036g0010,,AT4G02360.1,,Protein of unknown function,,,,,,,
Norway spruce,,MA_250036g0010,,,,,SHADE<SUN,118.7035525,0.422712386,0.317632185,1.330823529,0.183247084,0.61794375
Scots pine,PITA_000064226,MA_251664g0010,,AT2G21090.1,,Pentatricopeptide repeat (PPR-like) superfamily protein,SHADE<SUN,2,,,,,
